"id_service","id_costumer","price","date"
18,294,177.87,2020-05-25
4,47,42.87,2020-05-25
13,47,6.37,2020-05-25
18,84,179.21,2020-05-25
16,84,204.21,2020-05-25
12,87,101.81,2020-05-25
18,6,180.23,2020-05-25
6,6,100.23,2020-05-25
16,6,205.23,2020-05-25
9,161,70.31,2020-05-25
5,161,117.31,2020-05-25
13,161,0.81,2020-05-25
14,223,19.74,2020-05-26
7,223,72.74,2020-05-26
13,223,3.24,2020-05-26
12,223,99.74,2020-05-26
15,246,29.87,2020-05-26
7,246,72.87,2020-05-26
4,246,39.87,2020-05-26
3,246,33.87,2020-05-26
11,246,114.87,2020-05-26
4,284,39.94,2020-05-26
14,284,19.94,2020-05-26
11,284,114.94,2020-05-26
15,284,29.94,2020-05-26
13,73,3.72,2020-05-26
5,73,120.22,2020-05-26
11,73,115.22,2020-05-26
7,279,71.68,2020-05-26
8,279,61.68,2020-05-26
11,279,113.68,2020-05-26
13,279,2.18,2020-05-26
6,161,101.2,2020-05-26
18,161,181.2,2020-05-26
6,190,100.85,2020-05-26
17,190,80.85,2020-05-26
10,100,18.35,2020-05-26
8,100,61.35,2020-05-26
2,100,38.35,2020-05-26
12,213,99.88,2020-05-26
13,213,3.38,2020-05-26
12,242,102.1,2020-05-26
3,242,36.1,2020-05-26
15,258,32.45,2020-05-26
4,258,42.45,2020-05-26
17,258,82.45,2020-05-26
2,225,40.68,2020-05-26
10,225,20.68,2020-05-26
17,225,80.68,2020-05-26
4,225,40.68,2020-05-26
1,218,48.56,2020-05-26
5,218,120.56,2020-05-26
9,218,73.56,2020-05-26
9,153,70.94,2020-05-27
4,153,37.94,2020-05-27
2,143,39.72,2020-05-27
12,143,99.72,2020-05-27
13,95,6.14,2020-05-27
2,95,42.64,2020-05-27
5,171,118.27,2020-05-27
4,171,38.27,2020-05-27
10,171,18.27,2020-05-27
15,112,32.08,2020-05-27
8,112,65.08,2020-05-27
4,233,42.9,2020-05-27
1,233,50.9,2020-05-27
4,106,42.4,2020-05-27
6,106,102.4,2020-05-27
8,54,63.99,2020-05-27
5,54,120.99,2020-05-27
16,54,205.99,2020-05-27
2,237,39.23,2020-05-27
5,117,118.46,2020-05-28
11,117,113.46,2020-05-28
7,117,71.46,2020-05-28
15,95,30.35,2020-05-28
14,95,20.35,2020-05-28
17,271,82.4,2020-05-28
7,271,75.4,2020-05-28
5,56,117.06,2020-05-28
18,56,177.06,2020-05-28
16,56,202.06,2020-05-28
13,48,4.53,2020-05-28
17,27,77.07,2020-05-28
2,27,37.07,2020-05-28
6,167,99.63,2020-05-28
11,167,114.63,2020-05-28
14,288,19.32,2020-05-28
12,288,99.32,2020-05-28
17,125,77.66,2020-05-28
12,228,98.64,2020-05-28
11,228,113.64,2020-05-28
9,228,71.64,2020-05-28
9,88,74.25,2020-05-28
2,88,41.25,2020-05-28
11,254,118,2020-05-29
16,254,208,2020-05-29
14,254,23,2020-05-29
3,254,37,2020-05-29
17,254,83,2020-05-29
12,220,97.97,2020-05-29
15,220,27.97,2020-05-29
13,241,1.13,2020-05-29
9,241,70.63,2020-05-29
18,179,178.6,2020-05-29
10,179,18.6,2020-05-29
13,273,5.4,2020-05-29
9,273,74.9,2020-05-29
14,105,19.78,2020-05-29
12,105,99.78,2020-05-29
3,105,33.78,2020-05-29
16,164,203.69,2020-05-29
12,164,98.69,2020-05-29
2,164,38.69,2020-05-29
15,51,32.82,2020-05-29
11,51,117.82,2020-05-29
12,10,102.75,2020-05-29
13,10,6.25,2020-05-29
6,10,102.75,2020-05-29
11,10,117.75,2020-05-29
7,10,75.75,2020-05-29
5,192,117.89,2020-05-30
17,201,79.94,2020-05-30
7,201,72.94,2020-05-30
3,201,33.94,2020-05-30
11,270,113.13,2020-05-30
7,270,71.13,2020-05-30
9,119,70.27,2020-05-30
12,119,97.27,2020-05-30
1,221,46.63,2020-05-30
12,221,98.63,2020-05-30
1,277,49.88,2020-05-30
11,277,116.88,2020-05-30
6,1,102.45,2020-05-30
1,1,50.45,2020-05-30
15,107,31.82,2020-05-30
9,107,74.82,2020-05-30
13,107,5.32,2020-05-30
18,268,177.25,2020-05-30
3,268,31.25,2020-05-30
4,268,37.25,2020-05-30
2,268,37.25,2020-05-30
12,268,97.25,2020-05-30
16,202,203.88,2020-05-30
13,202,2.38,2020-05-30
5,202,118.88,2020-05-30
6,202,98.88,2020-05-30
15,16,30.01,2020-05-30
14,16,20.01,2020-05-30
10,8,20.19,2020-05-30
18,8,180.19,2020-05-30
8,137,62.41,2020-05-30
1,298,50.75,2020-05-30
11,298,117.75,2020-05-30
15,247,32.26,2020-05-30
7,247,75.26,2020-05-30
11,247,117.26,2020-05-30
13,257,4.34,2020-05-30
17,257,80.84,2020-05-30
4,257,40.84,2020-05-30
3,205,36.21,2020-05-30
18,205,182.21,2020-05-30
16,205,207.21,2020-05-30
12,12,101.45,2020-05-31
6,12,101.45,2020-05-31
5,12,121.45,2020-05-31
2,12,41.45,2020-05-31
15,262,31.03,2020-05-31
6,262,101.03,2020-05-31
6,117,100.13,2020-05-31
18,117,180.13,2020-05-31
5,31,121.41,2020-05-31
10,31,21.41,2020-05-31
8,31,64.41,2020-05-31
4,31,41.41,2020-05-31
12,268,98.87,2020-05-31
7,38,70.76,2020-05-31
10,38,17.76,2020-05-31
5,7,118.94,2020-05-31
4,7,38.94,2020-05-31
16,7,203.94,2020-05-31
12,252,101.02,2020-05-31
3,252,35.02,2020-05-31
11,53,114.77,2020-05-31
6,53,99.77,2020-05-31
7,177,73.79,2020-05-31
3,177,34.79,2020-05-31
14,177,20.79,2020-05-31
9,9,72.35,2020-05-31
9,270,71.79,2020-05-31
12,270,98.79,2020-05-31
14,200,18.41,2020-05-31
15,200,28.41,2020-05-31
5,92,120.62,2020-05-31
2,92,40.62,2020-05-31
15,265,27.36,2020-06-01
5,265,117.36,2020-06-01
1,265,45.36,2020-06-01
6,265,97.36,2020-06-01
4,22,39.92,2020-06-01
10,22,19.92,2020-06-01
7,22,72.92,2020-06-01
14,52,19.99,2020-06-01
3,52,33.99,2020-06-01
16,52,204.99,2020-06-01
8,52,62.99,2020-06-01
2,52,39.99,2020-06-01
11,148,115.61,2020-06-01
2,148,40.61,2020-06-01
15,70,30.92,2020-06-01
10,264,18.59,2020-06-01
14,264,18.59,2020-06-01
5,249,117.23,2020-06-01
13,46,3.42,2020-06-01
17,46,79.92,2020-06-01
6,46,99.92,2020-06-01
3,64,34.32,2020-06-01
18,64,180.32,2020-06-01
14,195,17.52,2020-06-01
17,195,77.52,2020-06-01
12,246,99.1,2020-06-01
15,246,29.1,2020-06-01
4,246,39.1,2020-06-01
7,246,72.1,2020-06-01
3,246,33.1,2020-06-01
9,182,72.25,2020-06-01
1,182,47.25,2020-06-01
16,182,204.25,2020-06-01
11,15,112.58,2020-06-02
12,15,97.58,2020-06-02
13,208,5.29,2020-06-02
1,75,45.07,2020-06-02
12,75,97.07,2020-06-02
16,51,204.88,2020-06-02
6,51,99.88,2020-06-02
18,36,177.21,2020-06-02
3,36,31.21,2020-06-02
15,36,27.21,2020-06-02
6,36,97.21,2020-06-02
17,36,77.21,2020-06-02
7,1,74.25,2020-06-02
1,1,49.25,2020-06-02
7,251,75.25,2020-06-02
1,91,47.54,2020-06-02
10,91,19.54,2020-06-02
10,159,21.01,2020-06-02
14,97,18.36,2020-06-02
11,97,113.36,2020-06-02
8,97,61.36,2020-06-02
16,80,202.49,2020-06-02
13,80,0.99,2020-06-02
15,80,27.49,2020-06-02
4,6,38.6,2020-06-02
1,6,46.6,2020-06-02
14,6,18.6,2020-06-02
3,114,35.08,2020-06-02
1,114,49.08,2020-06-02
5,114,121.08,2020-06-02
15,209,30.29,2020-06-02
17,209,80.29,2020-06-02
17,115,81.07,2020-06-02
12,115,101.07,2020-06-02
13,115,4.57,2020-06-02
7,48,71.45,2020-06-03
17,48,78.45,2020-06-03
12,228,100.02,2020-06-03
18,228,180.02,2020-06-03
6,228,100.02,2020-06-03
3,38,33.45,2020-06-03
6,38,99.45,2020-06-03
7,205,71.42,2020-06-03
15,205,28.42,2020-06-03
13,205,1.92,2020-06-03
12,108,102.86,2020-06-03
15,108,32.86,2020-06-03
7,129,74.32,2020-06-03
1,207,50.83,2020-06-03
6,207,102.83,2020-06-03
17,207,82.83,2020-06-03
10,207,22.83,2020-06-03
3,207,36.83,2020-06-03
1,264,50.56,2020-06-03
5,264,122.56,2020-06-03
15,66,29.47,2020-06-03
12,66,99.47,2020-06-03
1,66,47.47,2020-06-03
8,66,62.47,2020-06-03
18,293,177.61,2020-06-04
9,48,71.2,2020-06-04
6,48,98.2,2020-06-04
11,48,113.2,2020-06-04
14,145,19.14,2020-06-04
6,145,99.14,2020-06-04
15,145,29.14,2020-06-04
8,145,62.14,2020-06-04
2,131,42.71,2020-06-04
8,131,65.71,2020-06-04
3,131,36.71,2020-06-04
18,131,182.71,2020-06-04
5,66,118.87,2020-06-04
13,111,5.06,2020-06-04
3,111,35.56,2020-06-04
2,111,41.56,2020-06-04
2,143,38.85,2020-06-04
15,143,28.85,2020-06-04
2,165,38.39,2020-06-04
8,165,61.39,2020-06-04
10,165,18.39,2020-06-04
14,132,21.28,2020-06-04
11,132,116.28,2020-06-04
2,194,41.63,2020-06-04
15,194,31.63,2020-06-04
1,194,49.63,2020-06-04
7,103,70.81,2020-06-04
9,103,70.81,2020-06-04
10,103,17.81,2020-06-04
11,33,112.32,2020-06-04
1,153,46.93,2020-06-04
15,153,28.93,2020-06-04
3,153,32.93,2020-06-04
1,260,50.95,2020-06-04
16,260,207.95,2020-06-04
15,152,30.35,2020-06-04
13,152,3.85,2020-06-04
7,152,73.35,2020-06-04
13,230,4.97,2020-06-04
14,230,21.47,2020-06-04
18,230,181.47,2020-06-04
12,289,101.19,2020-06-05
5,289,121.19,2020-06-05
17,289,81.19,2020-06-05
6,180,100.75,2020-06-05
18,180,180.75,2020-06-05
12,180,100.75,2020-06-05
10,52,20.15,2020-06-05
6,52,100.15,2020-06-05
5,52,120.15,2020-06-05
2,19,42.27,2020-06-05
4,19,42.27,2020-06-05
12,4,101.48,2020-06-05
9,4,74.48,2020-06-05
6,98,99.86,2020-06-05
15,98,29.86,2020-06-05
13,98,3.36,2020-06-05
2,216,37.07,2020-06-05
7,216,70.07,2020-06-05
2,214,41.53,2020-06-05
12,159,97.7,2020-06-05
15,159,27.7,2020-06-05
14,28,20.58,2020-06-05
5,28,120.58,2020-06-05
11,28,115.58,2020-06-05
5,253,121.69,2020-06-05
6,253,101.69,2020-06-05
18,253,181.69,2020-06-05
16,87,207.53,2020-06-05
13,87,6.03,2020-06-05
8,209,61.96,2020-06-05
12,207,98.44,2020-06-05
4,207,38.44,2020-06-05
15,116,30.7,2020-06-05
18,116,180.7,2020-06-05
10,256,19.86,2020-06-05
2,256,39.86,2020-06-05
14,185,20.08,2020-06-05
11,185,115.08,2020-06-05
3,145,36.48,2020-06-06
13,145,5.98,2020-06-06
7,32,75.36,2020-06-06
4,32,42.36,2020-06-06
9,32,75.36,2020-06-06
12,108,99.92,2020-06-06
11,108,114.92,2020-06-06
10,172,20.65,2020-06-06
9,172,73.65,2020-06-06
2,185,39.83,2020-06-06
16,185,204.83,2020-06-06
7,185,72.83,2020-06-06
9,185,72.83,2020-06-06
16,238,207.99,2020-06-06
5,238,122.99,2020-06-06
14,238,22.99,2020-06-06
3,238,36.99,2020-06-06
12,77,101.51,2020-06-06
9,77,74.51,2020-06-06
17,77,81.51,2020-06-06
14,228,19.96,2020-06-06
9,228,72.96,2020-06-06
12,199,102.76,2020-06-06
9,199,75.76,2020-06-06
13,89,0.62,2020-06-06
8,89,60.12,2020-06-06
12,198,98.51,2020-06-06
9,198,71.51,2020-06-06
5,198,118.51,2020-06-06
9,40,70.46,2020-06-06
12,40,97.46,2020-06-06
6,50,101.83,2020-06-07
8,50,64.83,2020-06-07
17,50,81.83,2020-06-07
13,50,5.33,2020-06-07
10,68,22.89,2020-06-07
2,68,42.89,2020-06-07
18,122,179.07,2020-06-07
1,122,47.07,2020-06-07
3,122,33.07,2020-06-07
12,234,99.03,2020-06-07
3,234,33.03,2020-06-07
16,234,204.03,2020-06-07
17,234,79.03,2020-06-07
2,15,39.66,2020-06-07
18,15,179.66,2020-06-07
5,15,119.66,2020-06-07
9,15,72.66,2020-06-07
9,73,73.59,2020-06-07
4,73,40.59,2020-06-07
8,73,63.59,2020-06-07
2,262,40.8,2020-06-07
6,262,100.8,2020-06-07
10,189,17.01,2020-06-07
12,189,97.01,2020-06-07
16,189,202.01,2020-06-07
16,94,205.89,2020-06-07
15,94,30.89,2020-06-07
6,94,100.89,2020-06-07
7,94,73.89,2020-06-07
3,84,31.85,2020-06-07
5,84,117.85,2020-06-07
9,205,73.13,2020-06-07
4,205,40.13,2020-06-07
18,243,182.98,2020-06-07
1,243,50.98,2020-06-07
9,243,75.98,2020-06-07
5,243,122.98,2020-06-07
14,300,18.61,2020-06-07
3,300,32.61,2020-06-07
11,300,113.61,2020-06-07
16,300,203.61,2020-06-07
18,180,177.71,2020-06-07
16,180,202.71,2020-06-07
12,196,97.13,2020-06-07
13,196,0.63,2020-06-07
7,49,70.65,2020-06-07
15,49,27.65,2020-06-07
14,49,17.65,2020-06-07
9,58,73.24,2020-06-07
3,58,34.24,2020-06-07
8,58,63.24,2020-06-07
8,75,63.49,2020-06-07
2,75,40.49,2020-06-07
5,75,120.49,2020-06-07
13,291,6.44,2020-06-07
4,291,42.94,2020-06-07
16,112,203.08,2020-06-07
3,112,32.08,2020-06-07
10,201,22.88,2020-06-07
2,201,42.88,2020-06-07
15,201,32.88,2020-06-07
16,201,207.88,2020-06-07
15,76,30.93,2020-06-07
17,76,80.93,2020-06-07
8,76,63.93,2020-06-07
15,299,27.18,2020-06-08
5,299,117.18,2020-06-08
11,86,116.59,2020-06-08
13,86,5.09,2020-06-08
7,86,74.59,2020-06-08
14,262,20.11,2020-06-08
1,262,48.11,2020-06-08
16,262,205.11,2020-06-08
18,191,181.23,2020-06-08
17,137,82.9,2020-06-08
10,248,17.83,2020-06-08
4,248,37.83,2020-06-08
1,248,45.83,2020-06-08
7,266,73.69,2020-06-08
3,189,31.88,2020-06-08
3,70,31.61,2020-06-08
5,15,117.33,2020-06-08
9,15,70.33,2020-06-08
17,15,77.33,2020-06-08
16,15,202.33,2020-06-08
12,249,101.75,2020-06-08
4,249,41.75,2020-06-08
9,249,74.75,2020-06-08
2,249,41.75,2020-06-08
3,31,32.07,2020-06-08
14,45,17.17,2020-06-08
16,256,207.06,2020-06-08
16,8,204.18,2020-06-08
13,8,2.68,2020-06-08
6,8,99.18,2020-06-08
3,8,33.18,2020-06-08
18,158,180.19,2020-06-08
16,158,205.19,2020-06-08
1,158,48.19,2020-06-08
12,158,100.19,2020-06-08
11,120,115.97,2020-06-09
17,120,80.97,2020-06-09
3,11,33.58,2020-06-09
9,11,72.58,2020-06-09
2,286,42.38,2020-06-09
10,286,22.38,2020-06-09
4,8,40.97,2020-06-09
7,8,73.97,2020-06-09
17,8,80.97,2020-06-09
2,267,41.25,2020-06-09
8,267,64.25,2020-06-09
3,267,35.25,2020-06-09
5,267,121.25,2020-06-09
5,228,119.76,2020-06-09
13,228,3.26,2020-06-09
18,228,179.76,2020-06-09
10,237,21.2,2020-06-09
18,237,181.2,2020-06-09
16,54,203.39,2020-06-09
17,54,78.39,2020-06-09
10,189,19.1,2020-06-09
11,189,114.1,2020-06-09
4,81,39.35,2020-06-10
15,81,29.35,2020-06-10
6,81,99.35,2020-06-10
8,86,62.05,2020-06-10
11,86,114.05,2020-06-10
2,86,39.05,2020-06-10
2,283,41.79,2020-06-10
14,283,21.79,2020-06-10
17,283,81.79,2020-06-10
9,171,73.16,2020-06-10
15,171,30.16,2020-06-10
16,171,205.16,2020-06-10
5,256,118.95,2020-06-10
6,256,98.95,2020-06-10
17,256,78.95,2020-06-10
7,236,72.2,2020-06-10
18,236,179.2,2020-06-10
11,236,114.2,2020-06-10
3,133,33.44,2020-06-10
1,133,47.44,2020-06-10
14,133,19.44,2020-06-10
17,187,81.07,2020-06-10
1,187,49.07,2020-06-10
12,166,102.98,2020-06-10
15,166,32.98,2020-06-10
1,234,47.38,2020-06-10
14,234,19.38,2020-06-10
8,234,62.38,2020-06-10
14,125,19.64,2020-06-11
15,125,29.64,2020-06-11
3,192,34.67,2020-06-11
4,192,40.67,2020-06-11
11,276,114.78,2020-06-11
9,276,72.78,2020-06-11
3,50,36.23,2020-06-11
15,50,32.23,2020-06-11
16,50,207.23,2020-06-11
17,10,77.48,2020-06-11
1,10,45.48,2020-06-11
15,10,27.48,2020-06-11
9,10,70.48,2020-06-11
1,248,46.67,2020-06-11
6,248,98.67,2020-06-11
8,128,65.79,2020-06-11
16,128,207.79,2020-06-11
12,128,102.79,2020-06-11
1,128,50.79,2020-06-11
6,245,98.12,2020-06-11
15,245,28.12,2020-06-11
9,245,71.12,2020-06-11
3,275,32.97,2020-06-11
8,188,63.29,2020-06-11
3,188,34.29,2020-06-11
18,6,182.17,2020-06-11
17,6,82.17,2020-06-11
16,6,207.17,2020-06-11
12,78,98.69,2020-06-11
16,78,203.69,2020-06-11
4,117,40.86,2020-06-11
1,124,46.85,2020-06-11
8,124,61.85,2020-06-11
15,124,28.85,2020-06-11
17,124,78.85,2020-06-11
2,109,42.27,2020-06-11
7,109,75.27,2020-06-11
14,109,22.27,2020-06-11
7,31,75.21,2020-06-11
11,31,117.21,2020-06-11
17,139,82.29,2020-06-12
3,139,36.29,2020-06-12
10,258,17.56,2020-06-12
4,258,37.56,2020-06-12
2,258,37.56,2020-06-12
12,57,101.36,2020-06-12
8,57,64.36,2020-06-12
11,300,112.23,2020-06-12
5,300,117.23,2020-06-12
18,300,177.23,2020-06-12
3,300,31.23,2020-06-12
7,50,74.62,2020-06-12
13,50,5.12,2020-06-12
4,50,41.62,2020-06-12
14,276,22.14,2020-06-12
17,276,82.14,2020-06-12
5,276,122.14,2020-06-12
9,276,75.14,2020-06-12
9,178,75.28,2020-06-12
6,178,102.28,2020-06-12
11,104,113.33,2020-06-12
5,104,118.33,2020-06-12
5,191,118.22,2020-06-12
17,191,78.22,2020-06-12
8,191,61.22,2020-06-12
17,170,80.91,2020-06-12
11,170,115.91,2020-06-12
6,149,97.2,2020-06-12
9,149,70.2,2020-06-12
10,149,17.2,2020-06-12
18,7,178.33,2020-06-12
4,7,38.33,2020-06-12
9,7,71.33,2020-06-12
2,7,38.33,2020-06-12
13,198,3.94,2020-06-12
10,198,20.44,2020-06-12
3,198,34.44,2020-06-12
1,116,49.72,2020-06-12
6,275,100.04,2020-06-12
12,275,100.04,2020-06-12
9,275,73.04,2020-06-12
9,278,75.58,2020-06-12
15,278,32.58,2020-06-12
13,12,4.09,2020-06-12
1,12,48.59,2020-06-12
14,12,20.59,2020-06-12
11,135,114.45,2020-06-12
13,135,2.95,2020-06-12
14,135,19.45,2020-06-12
7,135,72.45,2020-06-12
4,91,42.37,2020-06-13
7,91,75.37,2020-06-13
15,91,32.37,2020-06-13
10,91,22.37,2020-06-13
3,136,33.38,2020-06-13
7,136,72.38,2020-06-13
13,136,2.88,2020-06-13
5,204,119.73,2020-06-13
3,204,33.73,2020-06-13
7,204,72.73,2020-06-13
6,271,97.83,2020-06-13
2,271,37.83,2020-06-13
5,271,117.83,2020-06-13
8,7,61.88,2020-06-13
15,7,28.88,2020-06-13
5,7,118.88,2020-06-13
12,89,97.35,2020-06-13
14,89,17.35,2020-06-13
13,89,0.85,2020-06-13
14,127,17.21,2020-06-13
3,127,31.21,2020-06-13
5,133,118.27,2020-06-13
10,133,18.27,2020-06-13
8,253,64.7,2020-06-13
16,253,206.7,2020-06-13
17,15,79.79,2020-06-14
12,15,99.79,2020-06-14
5,15,119.79,2020-06-14
1,22,50.23,2020-06-14
15,22,32.23,2020-06-14
16,277,204.87,2020-06-14
4,277,39.87,2020-06-14
12,277,99.87,2020-06-14
18,277,179.87,2020-06-14
1,277,47.87,2020-06-14
6,56,97.58,2020-06-14
4,222,38.11,2020-06-14
2,222,38.11,2020-06-14
12,222,98.11,2020-06-14
18,239,181.25,2020-06-14
5,239,121.25,2020-06-14
13,239,4.75,2020-06-14
11,239,116.25,2020-06-14
3,90,33.51,2020-06-14
12,90,99.51,2020-06-14
16,90,204.51,2020-06-14
10,90,19.51,2020-06-14
2,90,39.51,2020-06-14
16,152,203.12,2020-06-14
3,152,32.12,2020-06-14
2,152,38.12,2020-06-14
14,257,20.82,2020-06-14
2,28,42.33,2020-06-14
3,28,36.33,2020-06-14
15,289,29.69,2020-06-14
10,289,19.69,2020-06-14
13,289,3.19,2020-06-14
18,289,179.69,2020-06-14
4,167,37.33,2020-06-14
13,167,0.83,2020-06-14
2,167,37.33,2020-06-14
13,104,0.97,2020-06-14
8,104,60.47,2020-06-14
14,96,21.2,2020-06-14
10,96,21.2,2020-06-14
9,82,70.71,2020-06-15
4,82,37.71,2020-06-15
16,82,202.71,2020-06-15
10,282,18.29,2020-06-15
2,282,38.29,2020-06-15
12,198,99.22,2020-06-15
11,115,115.08,2020-06-15
12,115,100.08,2020-06-15
7,115,73.08,2020-06-15
5,115,120.08,2020-06-15
16,267,205.31,2020-06-15
11,107,117.81,2020-06-15
18,107,182.81,2020-06-15
16,44,206.68,2020-06-15
7,44,74.68,2020-06-15
10,234,22.48,2020-06-15
18,234,182.48,2020-06-15
11,234,117.48,2020-06-15
7,64,72.19,2020-06-15
18,64,179.19,2020-06-15
5,64,119.19,2020-06-15
18,205,180.56,2020-06-15
14,205,20.56,2020-06-15
11,205,115.56,2020-06-15
3,205,34.56,2020-06-15
4,21,40.67,2020-06-15
9,21,73.67,2020-06-15
6,22,101.7,2020-06-15
15,22,31.7,2020-06-15
15,288,31.42,2020-06-15
9,288,74.42,2020-06-15
4,288,41.42,2020-06-15
12,232,101.55,2020-06-15
3,232,35.55,2020-06-15
5,232,121.55,2020-06-15
14,226,19.36,2020-06-15
4,226,39.36,2020-06-15
15,226,29.36,2020-06-15
2,226,39.36,2020-06-15
7,16,72.26,2020-06-15
18,16,179.26,2020-06-15
13,14,5.32,2020-06-16
9,14,74.82,2020-06-16
6,14,101.82,2020-06-16
12,14,101.82,2020-06-16
1,14,49.82,2020-06-16
16,118,206.21,2020-06-16
18,118,181.21,2020-06-16
15,118,31.21,2020-06-16
11,166,112.26,2020-06-16
1,166,45.26,2020-06-16
16,166,202.26,2020-06-16
4,166,37.26,2020-06-16
1,93,46.05,2020-06-16
13,93,1.55,2020-06-16
12,93,98.05,2020-06-16
7,93,71.05,2020-06-16
5,72,119.69,2020-06-16
3,72,33.69,2020-06-16
9,257,73.63,2020-06-16
15,257,30.63,2020-06-16
17,228,81.16,2020-06-16
10,228,21.16,2020-06-16
18,228,181.16,2020-06-16
1,249,50.62,2020-06-16
8,249,65.62,2020-06-16
3,249,36.62,2020-06-16
17,62,77.45,2020-06-16
3,62,31.45,2020-06-16
3,253,31.41,2020-06-16
13,253,0.91,2020-06-16
11,253,112.41,2020-06-16
5,137,119.91,2020-06-17
4,137,39.91,2020-06-17
16,137,204.91,2020-06-17
10,137,19.91,2020-06-17
9,129,74.19,2020-06-17
1,129,49.19,2020-06-17
10,129,21.19,2020-06-17
1,138,46.59,2020-06-17
9,138,71.59,2020-06-17
17,138,78.59,2020-06-17
11,138,113.59,2020-06-17
16,300,202.16,2020-06-17
14,19,20.69,2020-06-17
2,19,40.69,2020-06-17
3,282,31.91,2020-06-17
13,282,1.41,2020-06-17
12,69,100.82,2020-06-17
4,69,40.82,2020-06-17
9,69,73.82,2020-06-17
8,257,61.26,2020-06-17
13,257,1.76,2020-06-17
11,92,112.85,2020-06-17
14,92,17.85,2020-06-17
10,92,17.85,2020-06-17
1,92,45.85,2020-06-17
17,278,78.65,2020-06-17
15,278,28.65,2020-06-17
11,40,113.02,2020-06-17
8,40,61.02,2020-06-17
3,40,32.02,2020-06-17
8,180,61.75,2020-06-17
8,288,63.38,2020-06-17
4,288,40.38,2020-06-17
17,111,82.74,2020-06-17
12,111,102.74,2020-06-17
6,111,102.74,2020-06-17
7,111,75.74,2020-06-17
10,224,20.45,2020-06-17
14,224,20.45,2020-06-17
9,26,70.74,2020-06-17
10,273,20.09,2020-06-17
9,273,73.09,2020-06-17
13,273,3.59,2020-06-17
15,194,31.16,2020-06-17
4,194,41.16,2020-06-17
17,234,81.53,2020-06-18
7,188,71.27,2020-06-18
9,188,71.27,2020-06-18
10,188,18.27,2020-06-18
9,83,70.91,2020-06-18
11,83,112.91,2020-06-18
3,83,31.91,2020-06-18
12,83,97.91,2020-06-18
15,83,27.91,2020-06-18
15,212,28.07,2020-06-18
17,160,82.35,2020-06-18
8,160,65.35,2020-06-18
16,200,203.03,2020-06-18
17,200,78.03,2020-06-18
10,200,18.03,2020-06-18
12,32,102.77,2020-06-18
15,32,32.77,2020-06-18
3,274,32.41,2020-06-18
10,274,18.41,2020-06-18
4,274,38.41,2020-06-18
15,288,30.84,2020-06-18
4,288,40.84,2020-06-18
18,197,180.25,2020-06-18
7,197,73.25,2020-06-18
2,197,40.25,2020-06-18
11,135,112.45,2020-06-18
3,135,31.45,2020-06-18
17,135,77.45,2020-06-18
4,186,38.4,2020-06-18
3,82,31.56,2020-06-18
17,82,77.56,2020-06-18
9,82,70.56,2020-06-18
9,189,71.92,2020-06-18
10,189,18.92,2020-06-18
14,189,18.92,2020-06-18
9,61,73.88,2020-06-18
1,61,48.88,2020-06-18
12,193,97.27,2020-06-19
16,193,202.27,2020-06-19
11,272,115.09,2020-06-19
3,272,34.09,2020-06-19
15,272,30.09,2020-06-19
13,283,0.52,2020-06-19
7,283,70.02,2020-06-19
1,243,45.52,2020-06-19
2,243,37.52,2020-06-19
5,243,117.52,2020-06-19
14,243,17.52,2020-06-19
3,25,31.22,2020-06-19
11,25,112.22,2020-06-19
11,153,113.27,2020-06-19
3,153,32.27,2020-06-19
7,153,71.27,2020-06-19
2,153,38.27,2020-06-19
15,285,28.34,2020-06-19
6,285,98.34,2020-06-19
12,285,98.34,2020-06-19
7,285,71.34,2020-06-19
11,216,116.04,2020-06-19
3,216,35.04,2020-06-19
16,216,206.04,2020-06-19
13,278,4.35,2020-06-19
6,278,100.85,2020-06-19
8,278,63.85,2020-06-19
4,130,38.36,2020-06-19
17,130,78.36,2020-06-19
7,130,71.36,2020-06-19
18,98,180.1,2020-06-19
3,98,34.1,2020-06-19
4,98,40.1,2020-06-19
2,5,41.02,2020-06-19
15,5,31.02,2020-06-19
12,5,101.02,2020-06-19
11,5,116.02,2020-06-19
3,280,35.11,2020-06-19
5,74,119.73,2020-06-19
5,207,120.06,2020-06-19
16,207,205.06,2020-06-19
10,179,21.3,2020-06-20
5,179,121.3,2020-06-20
17,179,81.3,2020-06-20
3,9,36.52,2020-06-20
5,9,122.52,2020-06-20
14,9,22.52,2020-06-20
7,89,70.67,2020-06-20
13,89,1.17,2020-06-20
6,89,97.67,2020-06-20
4,150,40.31,2020-06-20
10,150,20.31,2020-06-20
6,150,100.31,2020-06-20
18,150,180.31,2020-06-20
16,109,204.07,2020-06-20
3,178,36.55,2020-06-20
6,178,102.55,2020-06-20
12,178,102.55,2020-06-20
7,61,75.07,2020-06-20
14,61,22.07,2020-06-20
8,61,65.07,2020-06-20
6,21,97.31,2020-06-20
13,21,0.81,2020-06-20
5,21,117.31,2020-06-20
15,144,31.34,2020-06-20
7,144,74.34,2020-06-20
5,144,121.34,2020-06-20
10,293,18.97,2020-06-20
9,256,71.51,2020-06-20
15,256,28.51,2020-06-20
17,245,81.22,2020-06-20
17,166,82.66,2020-06-21
11,166,117.66,2020-06-21
16,90,205.73,2020-06-21
2,90,40.73,2020-06-21
6,90,100.73,2020-06-21
